"location" "rep" "ibk" "check" "gen" "col" "row" "yield"
"400" "Alliance" "2" "7" "0" "NE16543" "20" "35" 59.6
"401" "Alliance" "1" "7" "1" "GOODSTREAK" "21" "16" 54.7
"402" "Alliance" "1" "7" "0" "NE16509" "21" "17" 51.3
"403" "Alliance" "1" "7" "0" "NE16490" "21" "18" 48.6
"404" "Alliance" "1" "7" "0" "NE16480" "21" "19" 63.6
"405" "Alliance" "1" "7" "0" "NE16591" "21" "20" 63.9
"406" "Alliance" "1" "7" "0" "NE16523" "21" "21" 38.6
"407" "Alliance" "1" "7" "0" "NE16407" "21" "22" 36.7
"408" "Alliance" "1" "7" "0" "NE16595" "21" "23" 68.5
"409" "Alliance" "1" "7" "0" "NE16544" "21" "24" 55.8
"410" "Alliance" "1" "7" "0" "NE16470" "21" "25" 52.4
"411" "Alliance" "2" "7" "0" "NE16572" "21" "26" 40
"412" "Alliance" "2" "7" "0" "NE16648" "21" "27" 68
"413" "Alliance" "2" "7" "0" "NE16687" "21" "28" 70.8
"414" "Alliance" "2" "7" "0" "NE16667" "21" "29" 70.6
"415" "Alliance" "2" "7" "0" "NE16469" "21" "30" 66.1
"416" "Alliance" "2" "7" "0" "NE16665" "21" "31" 57.2
"417" "Alliance" "2" "7" "1" "Freeman" "21" "32" 84.7
"418" "Alliance" "2" "7" "0" "NE16422" "21" "33" 74.1
"419" "Alliance" "2" "7" "0" "NE16696" "21" "34" 67.5
"420" "Alliance" "2" "7" "1" "GOODSTREAK" "21" "35" 57.6
"421" "Alliance" "1" "8" "1" "GOODSTREAK" "22" "16" 50.4
"422" "Alliance" "1" "8" "0" "NE16569" "22" "17" 53.4
"423" "Alliance" "1" "8" "0" "NE16454" "22" "18" 51.2
"424" "Alliance" "1" "8" "0" "NE16562" "22" "19" 63.9
"425" "Alliance" "1" "8" "0" "NE16668" "22" "20" 42.4
"426" "Alliance" "1" "8" "0" "NE16458" "22" "21" 45
"427" "Alliance" "1" "8" "0" "NE16504" "22" "22" 67.1
"428" "Alliance" "1" "8" "0" "NE16606" "22" "23" 69.8
"429" "Alliance" "1" "8" "0" "NE16498" "22" "24" 53.7
"430" "Alliance" "1" "8" "0" "NE16639" "22" "25" 70.2
"431" "Alliance" "2" "8" "0" "NE16446" "22" "26" 64.1
"432" "Alliance" "2" "8" "1" "GOODSTREAK" "22" "27" 61.8
"433" "Alliance" "2" "8" "0" "NE16467" "22" "28" 76.9
"434" "Alliance" "2" "8" "0" "NE16461" "22" "29" 61.3
"435" "Alliance" "2" "8" "0" "NE16502" "22" "30" 60.4
"436" "Alliance" "2" "8" "0" "NE16619" "22" "31" 72.3
"437" "Alliance" "2" "8" "0" "NE16475" "22" "32" 64.9
"438" "Alliance" "2" "8" "0" "NE16512" "22" "33" 30.7
"439" "Alliance" "2" "8" "0" "NE16492" "22" "34" 52
"440" "Alliance" "2" "8" "0" "NE16630" "22" "35" 65.1
"441" "Alliance" "1" "8" "0" "NE16629" "23" "16" 49.1
"442" "Alliance" "1" "8" "0" "NE16477" "23" "17" 56
"443" "Alliance" "1" "8" "0" "NE16456" "23" "18" 45.9
"444" "Alliance" "1" "8" "0" "NE16605" "23" "19" 58.1
"445" "Alliance" "1" "8" "0" "NE16689" "23" "20" 47.4
"446" "Alliance" "1" "8" "1" "Camelot" "23" "21" 53.4
"447" "Alliance" "1" "8" "0" "NE16664" "23" "22" 45.5
"448" "Alliance" "1" "8" "0" "NE16628" "23" "23" 58
"449" "Alliance" "1" "8" "1" "Freeman" "23" "24" 83.1
"450" "Alliance" "1" "8" "0" "NE16576V" "23" "25" 63.4
"451" "Alliance" "2" "8" "0" "NE16645" "23" "26" 55.6
"452" "Alliance" "2" "8" "0" "NE16691" "23" "27" 66.9
"453" "Alliance" "2" "8" "0" "NE16529" "23" "28" 63.3
"454" "Alliance" "2" "8" "0" "NE16595" "23" "29" 80.8
"455" "Alliance" "2" "8" "0" "NE16452" "23" "30" 67.4
"456" "Alliance" "2" "8" "0" "NE16509" "23" "31" 79.3
"457" "Alliance" "2" "8" "1" "Camelot" "23" "32" 74.2
"458" "Alliance" "2" "8" "0" "NE16523" "23" "33" 49.3
"459" "Alliance" "2" "8" "0" "NE16610" "23" "34" 69.6
"460" "Alliance" "2" "8" "0" "NE16533" "23" "35" 72.2
"461" "Alliance" "1" "8" "0" "NE16494" "24" "16" 59.2
"462" "Alliance" "1" "8" "0" "NE16491" "24" "17" 57.7
"463" "Alliance" "1" "8" "0" "NE16493" "24" "18" 51.1
"464" "Alliance" "1" "8" "0" "NE16684" "24" "19" 49.4
"465" "Alliance" "1" "8" "0" "NE16415" "24" "20" 50.9
"466" "Alliance" "1" "8" "0" "NE16554" "24" "21" 51.3
"467" "Alliance" "1" "8" "0" "NE16617" "24" "22" 53
"468" "Alliance" "1" "8" "0" "NE16592" "24" "23" 51
"469" "Alliance" "1" "8" "0" "NE16474" "24" "24" 21.1
"470" "Alliance" "1" "8" "0" "NE16501" "24" "25" 73.6
"471" "Alliance" "2" "8" "0" "NE16589" "24" "26" 73.9
"472" "Alliance" "2" "8" "0" "NE16501" "24" "27" 78
"473" "Alliance" "2" "8" "0" "NE16643" "24" "28" 76.5
"474" "Alliance" "2" "8" "0" "NE16430" "24" "29" 44.6
"475" "Alliance" "2" "8" "0" "NE16429" "24" "30" 75.6
"476" "Alliance" "2" "8" "0" "NE16649" "24" "31" 53.9
"477" "Alliance" "2" "8" "0" "NE16578" "24" "32" 85.1
"478" "Alliance" "2" "8" "0" "NE16644" "24" "33" 58.5
"479" "Alliance" "2" "8" "0" "NE16516" "24" "34" 65.2
"480" "Alliance" "2" "8" "1" "Freeman" "24" "35" 94.5
"481" "Alliance" "1" "9" "0" "NE16641" "25" "16" 64.3
"482" "Alliance" "1" "9" "0" "NE16430" "25" "17" 33.3
"483" "Alliance" "1" "9" "0" "NE16669" "25" "18" 41.7
"484" "Alliance" "1" "9" "0" "NE16563V" "25" "19" 50
"485" "Alliance" "1" "9" "0" "NE16539" "25" "20" 42.4
"486" "Alliance" "1" "9" "0" "NE16442" "25" "21" 46.7
"487" "Alliance" "1" "9" "0" "NE16556" "25" "22" 56.7
"488" "Alliance" "1" "9" "0" "NE16453" "25" "23" 57.4
"489" "Alliance" "1" "9" "0" "NE16479" "25" "24" 67.7
"490" "Alliance" "1" "9" "0" "NE16677" "25" "25" 58.2
"491" "Alliance" "2" "9" "0" "NE16653" "25" "26" 41.6
"492" "Alliance" "2" "9" "0" "NE16549" "25" "27" 75.1
"493" "Alliance" "2" "9" "0" "NE16627" "25" "28" 77
"494" "Alliance" "2" "9" "0" "NE16402" "25" "29" 82.9
"495" "Alliance" "2" "9" "0" "NE16541" "25" "30" 65.8
"496" "Alliance" "2" "9" "0" "NE16436" "25" "31" 67.8
"497" "Alliance" "2" "9" "0" "NE16620" "25" "32" 73.4
"498" "Alliance" "2" "9" "0" "NE16700" "25" "33" 68.4
"499" "Alliance" "2" "9" "0" "NE16693" "25" "34" 56
"500" "Alliance" "2" "9" "0" "NE16628" "25" "35" 56.1
"501" "Alliance" "1" "9" "0" "NE16441" "26" "16" 54.3
"502" "Alliance" "1" "9" "0" "NE16497" "26" "17" 68.9
"503" "Alliance" "1" "9" "0" "NE16582" "26" "18" 54.9
"504" "Alliance" "1" "9" "0" "NE16611" "26" "19" 56.4
"505" "Alliance" "1" "9" "0" "NE16552" "26" "20" 45.1
"506" "Alliance" "1" "9" "0" "NE16409" "26" "21" 50.4
"507" "Alliance" "1" "9" "0" "NE16589" "26" "22" 60.3
"508" "Alliance" "1" "9" "0" "NE16492" "26" "23" 46.2
"509" "Alliance" "1" "9" "0" "NE16631" "26" "24" 54.5
"510" "Alliance" "1" "9" "0" "NE16651" "26" "25" 40.9
"511" "Alliance" "2" "9" "0" "NE16669" "26" "26" 58.7
"512" "Alliance" "2" "9" "0" "NE16690" "26" "27" 72.2
"513" "Alliance" "2" "9" "0" "NE16505" "26" "28" 50.1
"514" "Alliance" "2" "9" "0" "NE16616" "26" "29" 78.2
"515" "Alliance" "2" "9" "0" "NE16688" "26" "30" 72.6
"516" "Alliance" "2" "9" "0" "NE16561" "26" "31" 70
"517" "Alliance" "2" "9" "0" "NE16498" "26" "32" 63.6
"518" "Alliance" "2" "9" "0" "NE16477" "26" "33" 66.7
"519" "Alliance" "2" "9" "0" "NE16528" "26" "34" 67
"520" "Alliance" "2" "9" "0" "NE16582" "26" "35" 59.3
"521" "Alliance" "1" "9" "0" "NE16667" "27" "16" 51.8
"522" "Alliance" "1" "9" "1" "Freeman" "27" "17" 62.7
"523" "Alliance" "1" "9" "0" "NE16577" "27" "18" 39.8
"524" "Alliance" "1" "9" "0" "NE16422" "27" "19" 48.2
"525" "Alliance" "1" "9" "0" "NE16505" "27" "20" 36.2
"526" "Alliance" "1" "9" "1" "GOODSTREAK" "27" "21" 46.7
"527" "Alliance" "1" "9" "0" "NE16419" "27" "22" 44.3
"528" "Alliance" "1" "9" "0" "NE16637" "27" "23" 50.2
"529" "Alliance" "1" "9" "0" "NE16574" "27" "24" 50.8
"530" "Alliance" "1" "9" "1" "Camelot" "27" "25" 64.1
"531" "Alliance" "2" "9" "0" "NE16583" "27" "26" 57.9
"532" "Alliance" "2" "9" "1" "Freeman" "27" "27" 87.6
"533" "Alliance" "2" "9" "0" "NE16606" "27" "28" 82
"534" "Alliance" "2" "9" "0" "NE16497" "27" "29" 68.4
"535" "Alliance" "2" "9" "1" "GOODSTREAK" "27" "30" 55.2
"536" "Alliance" "2" "9" "0" "NE16437" "27" "31" 42.2
"537" "Alliance" "2" "9" "0" "NE16594" "27" "32" 57.4
"538" "Alliance" "2" "9" "0" "NE16568" "27" "33" 48.1
"539" "Alliance" "2" "9" "0" "NE16588" "27" "34" 66.2
"540" "Alliance" "2" "9" "1" "Camelot" "27" "35" 61.7
"541" "Alliance" "1" "10" "0" "NE16486" "28" "16" 58.8
"542" "Alliance" "1" "10" "1" "Camelot" "28" "17" 61
"543" "Alliance" "1" "10" "0" "NE16642" "28" "18" 50
"544" "Alliance" "1" "10" "0" "NE16507" "28" "19" 44.5
"545" "Alliance" "1" "10" "0" "NE16440" "28" "20" 59.3
"546" "Alliance" "1" "10" "0" "NE16672" "28" "21" 57
"547" "Alliance" "1" "10" "0" "NE16587" "28" "22" 56.2
"548" "Alliance" "1" "10" "0" "NE16517" "28" "23" 63.1
"549" "Alliance" "1" "10" "0" "NE16608" "28" "24" 49.6
"550" "Alliance" "1" "10" "0" "NE16435" "28" "25" 46.7
"551" "Alliance" "2" "10" "0" "NE16642" "28" "26" 62.6
"552" "Alliance" "2" "10" "0" "NE16560" "28" "27" 80.7
"553" "Alliance" "2" "10" "0" "NE16680" "28" "28" 76.2
"554" "Alliance" "2" "10" "0" "NE16676" "28" "29" 49.8
"555" "Alliance" "2" "10" "0" "NE16632" "28" "30" 65.6
"556" "Alliance" "2" "10" "0" "NE16442" "28" "31" 59.5
"557" "Alliance" "2" "10" "0" "NE16440" "28" "32" 66.8
"558" "Alliance" "2" "10" "0" "NE16495" "28" "33" 62.3
"559" "Alliance" "2" "10" "0" "NE16427" "28" "34" 58.9
"560" "Alliance" "2" "10" "0" "NE16456" "28" "35" 49
"561" "Alliance" "1" "10" "0" "NE16434" "29" "16" 50
"562" "Alliance" "1" "10" "0" "NE16640" "29" "17" 57.7
"563" "Alliance" "1" "10" "0" "NE16421" "29" "18" 49.2
"564" "Alliance" "1" "10" "0" "NE16673" "29" "19" 44.5
"565" "Alliance" "1" "10" "0" "NE16439" "29" "20" 44
"566" "Alliance" "1" "10" "0" "NE16508" "29" "21" 41.7
"567" "Alliance" "1" "10" "0" "NE16488" "29" "22" 52.9
"568" "Alliance" "1" "10" "0" "NE16593" "29" "23" 67.9
"569" "Alliance" "1" "10" "1" "Freeman" "29" "24" 74.9
"570" "Alliance" "1" "10" "0" "NE16427" "29" "25" 50.3
"571" "Alliance" "2" "10" "0" "NE16681" "29" "26" 65.1
"572" "Alliance" "2" "10" "0" "NE16575" "29" "27" 78.8
"573" "Alliance" "2" "10" "0" "NE16607" "29" "28" 74.4
"574" "Alliance" "2" "10" "1" "Camelot" "29" "29" 71.9
"575" "Alliance" "2" "10" "0" "NE16425" "29" "30" 73.5
"576" "Alliance" "2" "10" "0" "NE16453" "29" "31" 66.3
"577" "Alliance" "2" "10" "0" "NE16491" "29" "32" 57.2
"578" "Alliance" "2" "10" "0" "NE16454" "29" "33" 60
"579" "Alliance" "2" "10" "0" "NE16553" "29" "34" 70.4
"580" "Alliance" "2" "10" "1" "Freeman" "29" "35" 73.7
"581" "Alliance" "1" "10" "0" "NE16571" "30" "16" 67
"582" "Alliance" "1" "10" "0" "NE16620" "30" "17" 57
"583" "Alliance" "1" "10" "0" "NE16585" "30" "18" 37
"584" "Alliance" "1" "10" "0" "NE16416" "30" "19" 46.5
"585" "Alliance" "1" "10" "1" "GOODSTREAK" "30" "20" 44.1
"586" "Alliance" "1" "10" "0" "NE16687" "30" "21" 47.5
"587" "Alliance" "1" "10" "0" "NE16555" "30" "22" 51.5
"588" "Alliance" "1" "10" "0" "NE16425" "30" "23" 60.8
"589" "Alliance" "1" "10" "0" "NE16432" "30" "24" 58.6
"590" "Alliance" "1" "10" "0" "NE16405" "30" "25" 58
"591" "Alliance" "2" "10" "1" "GOODSTREAK" "30" "26" 52.8
"592" "Alliance" "2" "10" "0" "NE16542" "30" "27" 58.8
"593" "Alliance" "2" "10" "0" "NE16480" "30" "28" 70.4
"594" "Alliance" "2" "10" "0" "NE16413" "30" "29" 49.6
"595" "Alliance" "2" "10" "0" "NE16419" "30" "30" 57.7
"596" "Alliance" "2" "10" "0" "NE16624" "30" "31" 71.9
"597" "Alliance" "2" "10" "0" "NE16581" "30" "32" 65.8
"598" "Alliance" "2" "10" "0" "NE16488" "30" "33" 60.8
"599" "Alliance" "2" "10" "0" "NE16546" "30" "34" 79.4
"600" "Alliance" "2" "10" "0" "NE16639" "30" "35" 74.8
